2.700000000000000000e+01,6.010000000000000000e+02,4.500000000000000000e+01
2.833300000000000196e+01,6.146669999999999163e+02,4.100000000000000000e+01
2.900000000000000000e+01,5.926669999999999163e+02,4.100000000000000000e+01
3.000000000000000000e+01,5.973330000000000837e+02,4.300000000000000000e+01
3.066699999999999804e+01,5.933330000000000837e+02,4.300000000000000000e+01
3.133300000000000196e+01,6.023330000000000837e+02,4.500000000000000000e+01
3.166699999999999804e+01,6.060000000000000000e+02,4.700000000000000000e+01
3.233299999999999841e+01,5.950000000000000000e+02,4.100000000000000000e+01
3.366700000000000159e+01,6.056669999999999163e+02,5.100000000000000000e+01
3.366700000000000159e+01,6.223330000000000837e+02,3.900000000000000000e+01
3.433299999999999841e+01,5.676669999999999163e+02,3.900000000000000000e+01
3.466700000000000159e+01,5.813330000000000837e+02,4.900000000000000000e+01
3.500000000000000000e+01,5.670000000000000000e+02,4.100000000000000000e+01
3.500000000000000000e+01,6.090000000000000000e+02,5.100000000000000000e+01
3.633299999999999841e+01,5.813330000000000837e+02,4.900000000000000000e+01
3.666700000000000159e+01,6.033330000000000837e+02,5.300000000000000000e+01
3.700000000000000000e+01,5.880000000000000000e+02,5.100000000000000000e+01
3.766700000000000159e+01,5.713330000000000837e+02,4.300000000000000000e+01
3.766700000000000159e+01,5.903330000000000837e+02,5.100000000000000000e+01
3.833299999999999841e+01,5.513330000000000837e+02,4.500000000000000000e+01
3.833299999999999841e+01,5.723330000000000837e+02,4.100000000000000000e+01
4.033299999999999841e+01,5.513330000000000837e+02,4.700000000000000000e+01
4.066700000000000159e+01,6.610000000000000000e+02,4.500000000000000000e+01
4.200000000000000000e+01,6.126669999999999163e+02,5.300000000000000000e+01
4.233299999999999841e+01,5.500000000000000000e+02,4.500000000000000000e+01
4.300000000000000000e+01,5.503330000000000837e+02,4.700000000000000000e+01
4.300000000000000000e+01,6.036669999999999163e+02,4.500000000000000000e+01
4.333299999999999841e+01,5.586669999999999163e+02,4.100000000000000000e+01
4.433299999999999841e+01,5.730000000000000000e+02,3.900000000000000000e+01
4.466700000000000159e+01,5.983330000000000837e+02,5.300000000000000000e+01
4.533299999999999841e+01,5.453330000000000837e+02,4.700000000000000000e+01
4.533299999999999841e+01,6.013330000000000837e+02,5.100000000000000000e+01
4.600000000000000000e+01,6.036669999999999163e+02,5.100000000000000000e+01
4.600000000000000000e+01,6.103330000000000837e+02,3.900000000000000000e+01
4.600000000000000000e+01,6.533330000000000837e+02,4.900000000000000000e+01
4.633299999999999841e+01,5.523330000000000837e+02,4.300000000000000000e+01
4.633299999999999841e+01,6.316669999999999163e+02,5.300000000000000000e+01
4.733299999999999841e+01,6.653330000000000837e+02,4.900000000000000000e+01
4.800000000000000000e+01,5.830000000000000000e+02,3.700000000000000000e+01
4.800000000000000000e+01,5.833330000000000837e+02,3.400000000000000000e+01
4.800000000000000000e+01,6.060000000000000000e+02,4.500000000000000000e+01
4.800000000000000000e+01,6.276669999999999163e+02,5.500000000000000000e+01
4.800000000000000000e+01,6.546669999999999163e+02,5.100000000000000000e+01
4.866700000000000159e+01,6.286669999999999163e+02,5.500000000000000000e+01
4.900000000000000000e+01,5.483330000000000837e+02,4.100000000000000000e+01
4.900000000000000000e+01,5.570000000000000000e+02,4.700000000000000000e+01
4.933299999999999841e+01,5.483330000000000837e+02,4.500000000000000000e+01
4.933299999999999841e+01,5.666669999999999163e+02,4.900000000000000000e+01
4.966700000000000159e+01,5.840000000000000000e+02,3.500000000000000000e+01
4.966700000000000159e+01,6.063330000000000837e+02,4.700000000000000000e+01
4.966700000000000159e+01,6.100000000000000000e+02,5.500000000000000000e+01
5.000000000000000000e+01,5.403330000000000837e+02,4.500000000000000000e+01
5.000000000000000000e+01,6.430000000000000000e+02,4.900000000000000000e+01
5.033299999999999841e+01,5.413330000000000837e+02,4.900000000000000000e+01
5.066700000000000159e+01,6.170000000000000000e+02,4.100000000000000000e+01
5.100000000000000000e+01,5.860000000000000000e+02,3.500000000000000000e+01
5.133299999999999841e+01,6.243330000000000837e+02,4.500000000000000000e+01
5.166700000000000159e+01,5.393330000000000837e+02,4.500000000000000000e+01
5.233299999999999841e+01,5.996669999999999163e+02,5.100000000000000000e+01
5.266700000000000159e+01,5.440000000000000000e+02,4.300000000000000000e+01
5.266700000000000159e+01,6.386669999999999163e+02,5.100000000000000000e+01
5.333299999999999841e+01,6.033330000000000837e+02,4.500000000000000000e+01
5.333299999999999841e+01,6.506669999999999163e+02,4.900000000000000000e+01
5.433299999999999841e+01,6.200000000000000000e+02,4.100000000000000000e+01
5.633299999999999841e+01,5.543330000000000837e+02,4.900000000000000000e+01
5.733299999999999841e+01,5.330000000000000000e+02,4.300000000000000000e+01
5.733299999999999841e+01,6.146669999999999163e+02,5.700000000000000000e+01
5.733299999999999841e+01,6.356669999999999163e+02,4.700000000000000000e+01
5.866700000000000159e+01,6.830000000000000000e+02,3.700000000000000000e+01
5.900000000000000000e+01,6.603330000000000837e+02,3.500000000000000000e+01
5.933299999999999841e+01,5.586669999999999163e+02,5.500000000000000000e+01
5.933299999999999841e+01,6.383330000000000837e+02,4.700000000000000000e+01
6.000000000000000000e+01,5.363330000000000837e+02,4.300000000000000000e+01
6.000000000000000000e+01,6.326669999999999163e+02,4.300000000000000000e+01
6.000000000000000000e+01,6.660000000000000000e+02,3.700000000000000000e+01
6.066700000000000159e+01,5.443330000000000837e+02,4.900000000000000000e+01
6.066700000000000159e+01,5.580000000000000000e+02,4.700000000000000000e+01
6.100000000000000000e+01,6.870000000000000000e+02,4.100000000000000000e+01
6.133299999999999841e+01,6.123330000000000837e+02,4.500000000000000000e+01
6.133299999999999841e+01,6.853330000000000837e+02,3.900000000000000000e+01
6.166700000000000159e+01,6.846669999999999163e+02,3.900000000000000000e+01
6.200000000000000000e+01,5.656669999999999163e+02,5.700000000000000000e+01
6.233299999999999841e+01,6.003330000000000837e+02,3.700000000000000000e+01
6.266700000000000159e+01,5.846669999999999163e+02,5.100000000000000000e+01
6.266700000000000159e+01,6.040000000000000000e+02,5.500000000000000000e+01
6.333299999999999841e+01,5.760000000000000000e+02,5.700000000000000000e+01
6.366700000000000159e+01,5.483330000000000837e+02,5.300000000000000000e+01
6.366700000000000159e+01,5.600000000000000000e+02,4.700000000000000000e+01
6.366700000000000159e+01,5.936669999999999163e+02,4.900000000000000000e+01
6.433299999999999841e+01,5.943330000000000837e+02,5.700000000000000000e+01
6.566700000000000159e+01,5.233330000000000837e+02,4.500000000000000000e+01
6.566700000000000159e+01,5.966669999999999163e+02,5.100000000000000000e+01
6.566700000000000159e+01,6.036669999999999163e+02,4.100000000000000000e+01
6.600000000000000000e+01,6.626669999999999163e+02,3.500000000000000000e+01
6.633299999999999841e+01,5.243330000000000837e+02,4.500000000000000000e+01
6.633299999999999841e+01,5.540000000000000000e+02,5.500000000000000000e+01
6.766700000000000159e+01,5.270000000000000000e+02,4.300000000000000000e+01
6.766700000000000159e+01,6.023330000000000837e+02,3.700000000000000000e+01
6.766700000000000159e+01,6.420000000000000000e+02,3.300000000000000000e+01
6.766700000000000159e+01,6.426669999999999163e+02,4.900000000000000000e+01
6.766700000000000159e+01,6.746669999999999163e+02,3.700000000000000000e+01
6.800000000000000000e+01,5.456669999999999163e+02,5.500000000000000000e+01
6.800000000000000000e+01,5.636669999999999163e+02,4.300000000000000000e+01
6.800000000000000000e+01,6.320000000000000000e+02,4.900000000000000000e+01
6.833299999999999841e+01,5.250000000000000000e+02,4.900000000000000000e+01
